"ds0.Instrument Unit","ds0.RunId","ds0.Barcode","ds0.Row","ds2..spotRow","ds2..spotCol","ds0.Exposure Time","ds0.Cycle","ds1.ID","js0.UniprotAccession","ds3.Median_SigmBg","ds3.Signal_Saturation"
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,2.0,12.0,50.0,124.0,"RS6_228_240","P62753",721.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,2.0,12.0,100.0,124.0,"RS6_228_240","P62753",1443.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,1.0,5.0,124.0,"ACM1_444_456","P11229",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,1.0,10.0,124.0,"ACM1_444_456","P11229",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,1.0,25.0,124.0,"ACM1_444_456","P11229",4.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,1.0,50.0,124.0,"ACM1_444_456","P11229",8.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,1.0,100.0,124.0,"ACM1_444_456","P11229",15.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,2.0,5.0,124.0,"BAD_112_124","Q92934",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,2.0,10.0,124.0,"BAD_112_124","Q92934",4.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,2.0,25.0,124.0,"BAD_112_124","Q92934",18.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,2.0,50.0,124.0,"BAD_112_124","Q92934",33.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,2.0,100.0,124.0,"BAD_112_124","Q92934",68.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,3.0,5.0,124.0,"CENPA_1_14","P49450",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,3.0,10.0,124.0,"CENPA_1_14","P49450",6.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,3.0,25.0,124.0,"CENPA_1_14","P49450",21.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,3.0,50.0,124.0,"CENPA_1_14","P49450",43.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,3.0,100.0,124.0,"CENPA_1_14","P49450",87.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,4.0,5.0,124.0,"FRAP_2443_2455","P42345",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,4.0,10.0,124.0,"FRAP_2443_2455","P42345",3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,4.0,25.0,124.0,"FRAP_2443_2455","P42345",13.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,4.0,50.0,124.0,"FRAP_2443_2455","P42345",26.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,4.0,100.0,124.0,"FRAP_2443_2455","P42345",51.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,5.0,5.0,124.0,"K6PL_766_778","P17858",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,5.0,10.0,124.0,"K6PL_766_778","P17858",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,5.0,25.0,124.0,"K6PL_766_778","P17858",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,5.0,50.0,124.0,"K6PL_766_778","P17858",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,5.0,100.0,124.0,"K6PL_766_778","P17858",3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,6.0,5.0,124.0,"LMNB1_16_28","P20700",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,6.0,10.0,124.0,"LMNB1_16_28","P20700",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,6.0,25.0,124.0,"LMNB1_16_28","P20700",3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,6.0,50.0,124.0,"LMNB1_16_28","P20700",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,6.0,100.0,124.0,"LMNB1_16_28","P20700",8.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,7.0,5.0,124.0,"NEK2_172_184","P51955",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,7.0,10.0,124.0,"NEK2_172_184","P51955",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,7.0,25.0,124.0,"NEK2_172_184","P51955",5.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,7.0,50.0,124.0,"NEK2_172_184","P51955",6.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,7.0,100.0,124.0,"NEK2_172_184","P51955",15.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,8.0,5.0,124.0,"PPR1A_28_40","Q13522",3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,8.0,10.0,124.0,"PPR1A_28_40","Q13522",10.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,8.0,25.0,124.0,"PPR1A_28_40","Q13522",31.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,8.0,50.0,124.0,"PPR1A_28_40","Q13522",62.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,8.0,100.0,124.0,"PPR1A_28_40","Q13522",128.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,9.0,5.0,124.0,"RBL2_959_971","Q08999",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,9.0,10.0,124.0,"RBL2_959_971","Q08999",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,9.0,25.0,124.0,"RBL2_959_971","Q08999",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,9.0,50.0,124.0,"RBL2_959_971","Q08999",-5.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,9.0,100.0,124.0,"RBL2_959_971","Q08999",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,10.0,5.0,124.0,"ADRB2_338_350","P07550",71.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,10.0,10.0,124.0,"ADRB2_338_350","P07550",147.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,10.0,25.0,124.0,"ADRB2_338_350","P07550",385.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,10.0,50.0,124.0,"ADRB2_338_350","P07550",760.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,10.0,100.0,124.0,"ADRB2_338_350","P07550",1526.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,11.0,5.0,124.0,"KCC2G_278_289","Q13555",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,11.0,10.0,124.0,"KCC2G_278_289","Q13555",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,11.0,25.0,124.0,"KCC2G_278_289","Q13555",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,11.0,50.0,124.0,"KCC2G_278_289","Q13555",-4.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,11.0,100.0,124.0,"KCC2G_278_289","Q13555",-9.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,12.0,5.0,124.0,"RYR1_4317_4329","P21817",20.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,12.0,10.0,124.0,"RYR1_4317_4329","P21817",49.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,12.0,25.0,124.0,"RYR1_4317_4329","P21817",125.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,12.0,50.0,124.0,"RYR1_4317_4329","P21817",247.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,3.0,12.0,100.0,124.0,"RYR1_4317_4329","P21817",505.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,1.0,5.0,124.0,"ACM4_456_468","P08173",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,1.0,10.0,124.0,"ACM4_456_468","P08173",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,1.0,25.0,124.0,"ACM4_456_468","P08173",4.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,1.0,50.0,124.0,"ACM4_456_468","P08173",5.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,1.0,100.0,124.0,"ACM4_456_468","P08173",12.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,2.0,5.0,124.0,"BAD_69_81","Q92934",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,2.0,10.0,124.0,"BAD_69_81","Q92934",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,2.0,25.0,124.0,"BAD_69_81","Q92934",3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,2.0,50.0,124.0,"BAD_69_81","Q92934",7.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,2.0,100.0,124.0,"BAD_69_81","Q92934",13.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,3.0,5.0,124.0,"COF1_17_29","P23528",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,3.0,10.0,124.0,"COF1_17_29","P23528",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,3.0,25.0,124.0,"COF1_17_29","P23528",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,3.0,50.0,124.0,"COF1_17_29","P23528",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,3.0,100.0,124.0,"COF1_17_29","P23528",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,4.0,5.0,124.0,"FRAP_2475_2487","P42345",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,4.0,10.0,124.0,"FRAP_2475_2487","P42345",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,4.0,25.0,124.0,"FRAP_2475_2487","P42345",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,4.0,50.0,124.0,"FRAP_2475_2487","P42345",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,4.0,100.0,124.0,"FRAP_2475_2487","P42345",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,5.0,5.0,124.0,"KAPCG_192_206","P22612",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,5.0,10.0,124.0,"KAPCG_192_206","P22612",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,5.0,25.0,124.0,"KAPCG_192_206","P22612",4.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,5.0,50.0,124.0,"KAPCG_192_206","P22612",9.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,5.0,100.0,124.0,"KAPCG_192_206","P22612",18.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,6.0,5.0,124.0,"MARCS_152_164","P29966",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,6.0,10.0,124.0,"MARCS_152_164","P29966",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,6.0,25.0,124.0,"MARCS_152_164","P29966",3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,6.0,50.0,124.0,"MARCS_152_164","P29966",6.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,6.0,100.0,124.0,"MARCS_152_164","P29966",10.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,7.0,5.0,124.0,"NEK3_158_170","P51956",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,7.0,10.0,124.0,"NEK3_158_170","P51956",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,7.0,25.0,124.0,"NEK3_158_170","P51956",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,7.0,50.0,124.0,"NEK3_158_170","P51956",7.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,7.0,100.0,124.0,"NEK3_158_170","P51956",15.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,8.0,5.0,124.0,"PRKDC_2618_2630","P78527",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,8.0,10.0,124.0,"PRKDC_2618_2630","P78527",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,8.0,25.0,124.0,"PRKDC_2618_2630","P78527",3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,8.0,50.0,124.0,"PRKDC_2618_2630","P78527",6.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,8.0,100.0,124.0,"PRKDC_2618_2630","P78527",11.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,9.0,5.0,124.0,"REL_260_272","Q04864",9.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,9.0,10.0,124.0,"REL_260_272","Q04864",26.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,9.0,25.0,124.0,"REL_260_272","Q04864",66.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,9.0,50.0,124.0,"REL_260_272","Q04864",137.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,9.0,100.0,124.0,"REL_260_272","Q04864",278.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,10.0,5.0,124.0,"ART_025_CXGLRRWSLGGLRRWSL","NA",57.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,10.0,10.0,124.0,"ART_025_CXGLRRWSLGGLRRWSL","NA",117.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,10.0,25.0,124.0,"ART_025_CXGLRRWSLGGLRRWSL","NA",300.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,10.0,50.0,124.0,"ART_025_CXGLRRWSLGGLRRWSL","NA",608.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,10.0,100.0,124.0,"ART_025_CXGLRRWSLGGLRRWSL","NA",1221.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,11.0,5.0,124.0,"KCNA1_438_450","Q09470",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,11.0,10.0,124.0,"KCNA1_438_450","Q09470",5.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,11.0,25.0,124.0,"KCNA1_438_450","Q09470",15.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,11.0,50.0,124.0,"KCNA1_438_450","Q09470",31.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,11.0,100.0,124.0,"KCNA1_438_450","Q09470",65.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,12.0,5.0,124.0,"SCN7A_898_910","Q01118",23.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,12.0,10.0,124.0,"SCN7A_898_910","Q01118",52.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,12.0,25.0,124.0,"SCN7A_898_910","Q01118",130.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,12.0,50.0,124.0,"SCN7A_898_910","Q01118",268.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,4.0,12.0,100.0,124.0,"SCN7A_898_910","Q01118",544.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,1.0,5.0,124.0,"ACM5_494_506","P08912",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,1.0,10.0,124.0,"ACM5_494_506","P08912",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,1.0,25.0,124.0,"ACM5_494_506","P08912",9.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,1.0,50.0,124.0,"ACM5_494_506","P08912",20.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,1.0,100.0,124.0,"ACM5_494_506","P08912",42.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,2.0,5.0,124.0,"BAD_93_105","Q92934",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,2.0,10.0,124.0,"BAD_93_105","Q92934",3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,2.0,25.0,124.0,"BAD_93_105","Q92934",8.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,2.0,50.0,124.0,"BAD_93_105","Q92934",23.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,2.0,100.0,124.0,"BAD_93_105","Q92934",44.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,3.0,5.0,124.0,"CSF1R_701_713","P07333",51.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,3.0,10.0,124.0,"CSF1R_701_713","P07333",105.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,3.0,25.0,124.0,"CSF1R_701_713","P07333",270.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,3.0,50.0,124.0,"CSF1R_701_713","P07333",544.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,3.0,100.0,124.0,"CSF1R_701_713","P07333",1079.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,4.0,5.0,124.0,"GPR6_349_361","P46095",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,4.0,10.0,124.0,"GPR6_349_361","P46095",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,4.0,25.0,124.0,"GPR6_349_361","P46095",7.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,4.0,50.0,124.0,"GPR6_349_361","P46095",14.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,4.0,100.0,124.0,"GPR6_349_361","P46095",30.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,5.0,5.0,124.0,"KCNA2_442_454","P16389",3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,5.0,10.0,124.0,"KCNA2_442_454","P16389",6.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,5.0,25.0,124.0,"KCNA2_442_454","P16389",18.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,5.0,50.0,124.0,"KCNA2_442_454","P16389",41.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,5.0,100.0,124.0,"KCNA2_442_454","P16389",77.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,6.0,5.0,124.0,"MARCS_160_172","P29966",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,6.0,10.0,124.0,"MARCS_160_172","P29966",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,6.0,25.0,124.0,"MARCS_160_172","P29966",4.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,6.0,50.0,124.0,"MARCS_160_172","P29966",9.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,6.0,100.0,124.0,"MARCS_160_172","P29966",19.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,7.0,5.0,124.0,"NMDZ1_890_902","Q05586",46.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,7.0,10.0,124.0,"NMDZ1_890_902","Q05586",91.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,7.0,25.0,124.0,"NMDZ1_890_902","Q05586",235.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,7.0,50.0,124.0,"NMDZ1_890_902","Q05586",478.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,7.0,100.0,124.0,"NMDZ1_890_902","Q05586",960.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,8.0,5.0,124.0,"PTK6_436_448","Q13882",49.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,8.0,10.0,124.0,"PTK6_436_448","Q13882",102.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,8.0,25.0,124.0,"PTK6_436_448","Q13882",262.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,8.0,50.0,124.0,"PTK6_436_448","Q13882",526.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,8.0,100.0,124.0,"PTK6_436_448","Q13882",1068.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,9.0,5.0,124.0,"SRC_413_425","P12931",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,9.0,10.0,124.0,"SRC_413_425","P12931",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,9.0,25.0,124.0,"SRC_413_425","P12931",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,9.0,50.0,124.0,"SRC_413_425","P12931",-5.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,9.0,100.0,124.0,"SRC_413_425","P12931",-13.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421623",3.0,5.0,10.0,5.0,124.0,"CAC1C_1974_1986","Q13936",92.0,0.0
