"ds0.Instrument Unit","ds0.RunId","ds0.Barcode","ds0.Row","ds2..spotRow","ds2..spotCol","ds0.Exposure Time","ds0.Cycle","ds1.ID","js0.UniprotAccession","ds3.Median_SigmBg","ds3.Signal_Saturation"
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-1.0,-1.0,5.0,124.0,"#REF","",49.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-1.0,-1.0,10.0,124.0,"#REF","",104.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-1.0,-1.0,25.0,124.0,"#REF","",265.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-1.0,-1.0,50.0,124.0,"#REF","",534.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-1.0,-1.0,100.0,124.0,"#REF","",1079.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-2.0,-20.0,5.0,124.0,"#REF","",41.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-2.0,-20.0,10.0,124.0,"#REF","",83.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-2.0,-20.0,25.0,124.0,"#REF","",207.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-2.0,-20.0,50.0,124.0,"#REF","",425.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-2.0,-20.0,100.0,124.0,"#REF","",852.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-3.0,-1.0,5.0,124.0,"#REF","",60.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-3.0,-1.0,10.0,124.0,"#REF","",121.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-3.0,-1.0,25.0,124.0,"#REF","",313.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-3.0,-1.0,50.0,124.0,"#REF","",637.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-3.0,-1.0,100.0,124.0,"#REF","",1275.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-3.0,-2.0,5.0,124.0,"#REF","",60.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-3.0,-2.0,10.0,124.0,"#REF","",120.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-3.0,-2.0,25.0,124.0,"#REF","",305.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-3.0,-2.0,50.0,124.0,"#REF","",614.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-3.0,-2.0,100.0,124.0,"#REF","",1243.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-4.0,-20.0,5.0,124.0,"#REF","",40.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-4.0,-20.0,10.0,124.0,"#REF","",88.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-4.0,-20.0,25.0,124.0,"#REF","",222.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-4.0,-20.0,50.0,124.0,"#REF","",450.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-4.0,-20.0,100.0,124.0,"#REF","",905.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-5.0,-1.0,5.0,124.0,"#REF","",61.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-5.0,-1.0,10.0,124.0,"#REF","",125.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-5.0,-1.0,25.0,124.0,"#REF","",321.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-5.0,-1.0,50.0,124.0,"#REF","",652.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-5.0,-1.0,100.0,124.0,"#REF","",1313.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-6.0,-19.0,5.0,124.0,"#REF","",50.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-6.0,-19.0,10.0,124.0,"#REF","",98.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-6.0,-19.0,25.0,124.0,"#REF","",258.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-6.0,-19.0,50.0,124.0,"#REF","",516.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-6.0,-19.0,100.0,124.0,"#REF","",1031.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-6.0,-20.0,5.0,124.0,"#REF","",43.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-6.0,-20.0,10.0,124.0,"#REF","",89.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-6.0,-20.0,25.0,124.0,"#REF","",226.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-6.0,-20.0,50.0,124.0,"#REF","",464.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421621",4.0,-6.0,-20.0,100.0,124.0,"#REF","",928.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,1.0,5.0,124.0,"pTY3H_64_78","P07101",291.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,1.0,10.0,124.0,"pTY3H_64_78","P07101",579.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,1.0,25.0,124.0,"pTY3H_64_78","P07101",1454.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,1.0,50.0,124.0,"pTY3H_64_78","P07101",2930.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,1.0,100.0,124.0,"pTY3H_64_78","P07101",3718.0,1.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,2.0,5.0,124.0,"ATF2_47_59","P15336",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,2.0,10.0,124.0,"ATF2_47_59","P15336",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,2.0,25.0,124.0,"ATF2_47_59","P15336",-3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,2.0,50.0,124.0,"ATF2_47_59","P15336",-8.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,2.0,100.0,124.0,"ATF2_47_59","P15336",-16.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,3.0,5.0,124.0,"CDN1A_139_151","P38936",154.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,3.0,10.0,124.0,"CDN1A_139_151","P38936",307.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,3.0,25.0,124.0,"CDN1A_139_151","P38936",780.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,3.0,50.0,124.0,"CDN1A_139_151","P38936",1565.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,3.0,100.0,124.0,"CDN1A_139_151","P38936",3127.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,4.0,5.0,124.0,"FIBA_569_581","P02671",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,4.0,10.0,124.0,"FIBA_569_581","P02671",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,4.0,25.0,124.0,"FIBA_569_581","P02671",3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,4.0,50.0,124.0,"FIBA_569_581","P02671",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,4.0,100.0,124.0,"FIBA_569_581","P02671",5.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,5.0,5.0,124.0,"IKKB_173_185_C179A","O14920",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,5.0,10.0,124.0,"IKKB_173_185_C179A","O14920",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,5.0,25.0,124.0,"IKKB_173_185_C179A","O14920",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,5.0,50.0,124.0,"IKKB_173_185_C179A","O14920",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,5.0,100.0,124.0,"IKKB_173_185_C179A","O14920",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,6.0,5.0,124.0,"LIPS_944_956","Q05469",32.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,6.0,10.0,124.0,"LIPS_944_956","Q05469",66.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,6.0,25.0,124.0,"LIPS_944_956","Q05469",170.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,6.0,50.0,124.0,"LIPS_944_956","Q05469",349.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,6.0,100.0,124.0,"LIPS_944_956","Q05469",707.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,7.0,5.0,124.0,"MYBB_513_525","P10244",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,7.0,10.0,124.0,"MYBB_513_525","P10244",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,7.0,25.0,124.0,"MYBB_513_525","P10244",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,7.0,50.0,124.0,"MYBB_513_525","P10244",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,7.0,100.0,124.0,"MYBB_513_525","P10244",-4.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,8.0,5.0,124.0,"PLEK_106_118","P08567",27.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,8.0,10.0,124.0,"PLEK_106_118","P08567",55.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,8.0,25.0,124.0,"PLEK_106_118","P08567",141.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,8.0,50.0,124.0,"PLEK_106_118","P08567",286.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,8.0,100.0,124.0,"PLEK_106_118","P08567",575.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,9.0,5.0,124.0,"RBL2_632_644","Q08999",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,9.0,10.0,124.0,"RBL2_632_644","Q08999",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,9.0,25.0,124.0,"RBL2_632_644","Q08999",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,9.0,50.0,124.0,"RBL2_632_644","Q08999",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,9.0,100.0,124.0,"RBL2_632_644","Q08999",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,10.0,5.0,124.0,"VIGLN_289_301","Q00341",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,10.0,10.0,124.0,"VIGLN_289_301","Q00341",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,10.0,25.0,124.0,"VIGLN_289_301","Q00341",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,10.0,50.0,124.0,"VIGLN_289_301","Q00341",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,10.0,100.0,124.0,"VIGLN_289_301","Q00341",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,11.0,5.0,124.0,"GRIK2_708_720","Q13002",196.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,11.0,10.0,124.0,"GRIK2_708_720","Q13002",393.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,11.0,25.0,124.0,"GRIK2_708_720","Q13002",997.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,11.0,50.0,124.0,"GRIK2_708_720","Q13002",1973.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,11.0,100.0,124.0,"GRIK2_708_720","Q13002",3783.0,0.72972972972973
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,12.0,5.0,124.0,"RADI_559_569","P35241",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,12.0,10.0,124.0,"RADI_559_569","P35241",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,12.0,25.0,124.0,"RADI_559_569","P35241",-4.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,12.0,50.0,124.0,"RADI_559_569","P35241",-4.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,1.0,12.0,100.0,124.0,"RADI_559_569","P35241",-13.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,1.0,5.0,124.0,"ACM1_421_433","P11229",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,1.0,10.0,124.0,"ACM1_421_433","P11229",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,1.0,25.0,124.0,"ACM1_421_433","P11229",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,1.0,50.0,124.0,"ACM1_421_433","P11229",13.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,1.0,100.0,124.0,"ACM1_421_433","P11229",24.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,2.0,5.0,124.0,"ATM_1972_1984","Q13315",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,2.0,10.0,124.0,"ATM_1972_1984","Q13315",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,2.0,25.0,124.0,"ATM_1972_1984","Q13315",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,2.0,50.0,124.0,"ATM_1972_1984","Q13315",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,2.0,100.0,124.0,"ATM_1972_1984","Q13315",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,3.0,5.0,124.0,"CDN1B_151_163","P46527",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,3.0,10.0,124.0,"CDN1B_151_163","P46527",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,3.0,25.0,124.0,"CDN1B_151_163","P46527",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,3.0,50.0,124.0,"CDN1B_151_163","P46527",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,3.0,100.0,124.0,"CDN1B_151_163","P46527",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,4.0,5.0,124.0,"FOXO3_25_37","O43524",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,4.0,10.0,124.0,"FOXO3_25_37","O43524",4.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,4.0,25.0,124.0,"FOXO3_25_37","O43524",10.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,4.0,50.0,124.0,"FOXO3_25_37","O43524",20.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,4.0,100.0,124.0,"FOXO3_25_37","O43524",42.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,5.0,5.0,124.0,"IKKB_686_698","O14920",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,5.0,10.0,124.0,"IKKB_686_698","O14920",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,5.0,25.0,124.0,"IKKB_686_698","O14920",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,5.0,50.0,124.0,"IKKB_686_698","O14920",-3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,5.0,100.0,124.0,"IKKB_686_698","O14920",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,6.0,5.0,124.0,"LMNA_192_204","P02545",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,6.0,10.0,124.0,"LMNA_192_204","P02545",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,6.0,25.0,124.0,"LMNA_192_204","P02545",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,6.0,50.0,124.0,"LMNA_192_204","P02545",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,6.0,100.0,124.0,"LMNA_192_204","P02545",8.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,7.0,5.0,124.0,"MYC_51_63","P01106",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,7.0,10.0,124.0,"MYC_51_63","P01106",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,7.0,25.0,124.0,"MYC_51_63","P01106",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,7.0,50.0,124.0,"MYC_51_63","P01106",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,7.0,100.0,124.0,"MYC_51_63","P01106",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,8.0,5.0,124.0,"PP2AB_297_309","P62714",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,8.0,10.0,124.0,"PP2AB_297_309","P62714",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,8.0,25.0,124.0,"PP2AB_297_309","P62714",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,8.0,50.0,124.0,"PP2AB_297_309","P62714",1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,8.0,100.0,124.0,"PP2AB_297_309","P62714",5.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,9.0,5.0,124.0,"RBL2_655_667","Q08999",11.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,9.0,10.0,124.0,"RBL2_655_667","Q08999",26.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,9.0,25.0,124.0,"RBL2_655_667","Q08999",68.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,9.0,50.0,124.0,"RBL2_655_667","Q08999",134.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,9.0,100.0,124.0,"RBL2_655_667","Q08999",272.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,10.0,5.0,124.0,"YAP1_121_133","P46937",-2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,10.0,10.0,124.0,"YAP1_121_133","P46937",-1.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,10.0,25.0,124.0,"YAP1_121_133","P46937",-3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,10.0,50.0,124.0,"YAP1_121_133","P46937",-4.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,10.0,100.0,124.0,"YAP1_121_133","P46937",-9.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,11.0,5.0,124.0,"KAP2_92_104","P13861",82.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,11.0,10.0,124.0,"KAP2_92_104","P13861",171.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,11.0,25.0,124.0,"KAP2_92_104","P13861",431.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,11.0,50.0,124.0,"KAP2_92_104","P13861",881.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,11.0,100.0,124.0,"KAP2_92_104","P13861",1757.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,12.0,5.0,124.0,"RS6_228_240","P62753",88.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,12.0,10.0,124.0,"RS6_228_240","P62753",180.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,12.0,25.0,124.0,"RS6_228_240","P62753",451.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,12.0,50.0,124.0,"RS6_228_240","P62753",907.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,2.0,12.0,100.0,124.0,"RS6_228_240","P62753",1839.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,3.0,1.0,5.0,124.0,"ACM1_444_456","P11229",0.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,3.0,1.0,10.0,124.0,"ACM1_444_456","P11229",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,3.0,1.0,25.0,124.0,"ACM1_444_456","P11229",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,3.0,1.0,50.0,124.0,"ACM1_444_456","P11229",8.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,3.0,1.0,100.0,124.0,"ACM1_444_456","P11229",13.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,3.0,2.0,5.0,124.0,"BAD_112_124","Q92934",2.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,3.0,2.0,10.0,124.0,"BAD_112_124","Q92934",8.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,3.0,2.0,25.0,124.0,"BAD_112_124","Q92934",26.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,3.0,2.0,50.0,124.0,"BAD_112_124","Q92934",54.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,3.0,2.0,100.0,124.0,"BAD_112_124","Q92934",105.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,3.0,3.0,5.0,124.0,"CENPA_1_14","P49450",3.0,0.0
"unit07080061","439e6e3af1ecd3ba8638cb9975FE22B1EB97","710421622",1.0,3.0,3.0,10.0,124.0,"CENPA_1_14","P49450",10.0,0.0
